,kata,sentimen
1877,mungkin order gokil jadi sepi tarif nya kalah saing market place sama kurir nih,0
1878,saya dm kronologi,0
1879,https kitabisa com campaign paksidik,0
1880,jadi buat apa ditampilin motor peta,0
1881,hai gilang mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor order nomor telepon lalu dm tks fzy,0
1882,km knp tau aku bgt sih,0
1883,hai hans mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor order nomor telepon lalu dm tks fzy,0
1884,bener,0
1885,liat gak tuh rewards leftnya berapa set soal tadi pagi aja udh tinggal an ya siang sore udh abis rewards kan buat yg selesain pertama,0
1886,iya sih gue perhatiin tiap ketemu driver gokil area bekas tas nya kosong,0
1887,hai febri mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks shl,0
1888,kak apa rinciannya gak jelas gak pernah klik paylater dulu sempat keluh karena bayar rincian gak jelas kayak gin minta henti tetap aja tiap awal bulan harus bayar pic twitter com mgtsonzt,0
1889,kak gak pernah paylater tapi kok harus bayar k lebih bulan padahal semua bayar kak bisa kasih bukti riwayat mesan saya gimana saya bukan orang punya nomor saya mohon cek,0
1890,kak gak pernah paylater tapi kok harus bayar k lebih bulan padahal semua bayar kak bisa kasih bukti riwayat mesan saya gimana saya bukan orang punya nomor saya mohon cek,0
1891,kak gak pernah paylater tapi kok harus bayar k lebih bulan padahal semua bayar kak bisa kasih bukti riwayat mesan saya gimana saya bukan orang punya nomor saya mohon cek,0
1892,makan lebih enak lhoh kak gkmau,0
1893,yawdah pake buroq aja biar cepet,0
1894,silup e ndi iki mesti silup sing kudune nyontoh iki,0
1895,saya dm,0
1896,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor order nomor telepon lalu dm tks fzy,0
1897,di tanyain dah pd knp kok bs bedarah darah gt,0
1898,terimakasih bantu tag,0
1899,terimakasih bantu tag,0
1900,respect,0
1901,hai mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks fzy,0
1902,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon email yang daftar lalu dm tks fzy,0
1903,hahaha intern situ aja kayak udah neng bgt om,0
1904,beneran mau ciyus nih,0
1905,pic twitter com evupmbh,0
1906,ku yg jadi team internal aja deh baik sistem atur bisdevnya supaya struktur bisa selalu terima masyarakat,0
1907,mulaiajadulu iyaaaakan,0
1908,tadi tanya bakmi alou kata mbak si encinya ikut persen kmrn gua tanya mc d kata kalo mc d sendiri dua kali anyway thx info gua coba cari tau,0
1909,saturdaynight jadi cerita habis nonton gundalaofficial gundala cgv id bgjunctionsby terus langsung cari eskopisusu janjijiwaid kuy jilid kalau gak salah lihat dapat gopaypayday gojekindonesia bareng rie soen,0
1910,iya sapa gak mau gratis hahaha,0
1911,mohon maaf sila coba dm ya tks fzy,0
1912,enggak beneran hari akhir gidu,0
1913,ful udu maks to salah moco aku brarti wkwk,0
1914,dong pak,0
1915,casback piro to gur ewu to,0
1916,dm sedia tidak kirim no hp,0
1917,tetehhhhhh fitdewww,0
1918,mohon kpd kbrikualalumpur desak perintah malaysia beri sanksi hukum yg tegas kpd bos taksi viral malaysia yg hina indonesia gojekindonesia,0
1919,pic twitter com vzylfxcv,0
1920,mau dibeliin sehataqua ngak min,0
1921,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon yang daftar screenshot kendala lalu dm tks fzy,0
1922,hai sandhi mohon maaf atas ketidaknyamanannya informasi nomor order kendala via dm dapat proses lebih lanjut tks shl,0
1923,hai putri mohon maaf atas ketidaknyamanan perihal keluh akan tindakalnjuti bagai evaluasi tingkat layan depan tks fzy,0
1924,tau dsa udah th selalu jadi favorit kalau cari seblak enak pol ayam suirnya hwa minus blm masuk layan food delivery gojekindonesia grabid ayo dong bantu jadi mitra biar lagi bmku sama temen dgn mudah tampung tunggu pic twitter com valudlr,0
1925,yg maksud foto ambil mlm sktr pukul kendara yg belok tb simatupang taman cilandak jd hambat pic twitter com ugrybgw,0
1926,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon email yang daftar lalu dm tks fzy,0
1927,kek kamu jak ngirim makan rumah,0
1928,polisi ne ono e mek isuk uakeh nyegati lek sore macet suepiiiiii haha,0
1929,gimana cara k doang,0
1930,yg gochujang,0
1931,sendloc,0
1932,ayam yg spicy bukan,0
1933,lelah ni wkwkwk pic twitter com fodgmaul,0
1934,kokbisa,0
1935,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon yang daftar screenshot kendala lalu dm tks fzy,0
1936,beneer banget zzzz makanya productnya punya ux context dong lah ngegas tumben,0
1937,makasih inkaa,0
1938,macet armada banyak kalau ga mau ngambil order tetap ga dapet yang dan minta cancel karena aktifin auto bid,0
1939,hai mutia mohon maaf atas ketidaknyamanan khawatir mitra sedang order sila coba laku mesan cara kala tks fzy,0
1940,maap ngga ngeh,0
1941,awkarin,0
1942,laper bu paud bom makan,0
1943,hai mohon maaf atas ketidaknyamanan ditindaklanjuti sara teman untuk buat lapor cara langsung kami agar dapat ditindaklanjuti tks fzy,0
1944,pasar maling dong,0
1945,hai mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks fzy,0
1946,,0
1947,apa lor,0
1948,ihhh geleh yabuyy ilpiillllll wkwkwkwkwk,0
1949,lebih sedih dr thread nu tag malem kmrn ih wkwkwk,0
1950,wkwkwk karu ihh btw,0
1951,hai info lebih lanjut sila klik link ikut https www gojek com blog vouchergofood tks fzy,0
1952,daun kelor,0
1953,gimana rasa gimana rasa order aja kaga dateng ditanyain rasa,0
1954,gapapa tuker peran deh yg penting modus ga deng,0
1955,naha sia boga manuk,0
1956,wkwkwk w kira fresh milk,0
1957,cendol apa,0
1958,cendol ga sih rasa ken nyoba tp tkt ga worth it,0
1959,terimakasih udh bantu retweet,0
1960,jadi iri,0
1961,terimakasih udah bantu tag,0
1962,halah paling modus drivernya wkwk,0
1963,td aq lewat sana pas macet e trims pak e,0
1964,setiabudi senayan doang jauh malah jadi gak relevan dia kasih tau banyak armada deket gw kan,0
1965,suami orderin mie ayam plis sama es kopi cpt gpl,0
1966,ini jadi sejak kemarin,0
1967,nomor sudah benar hilang depan tetap dapat sma otp padahal mau top up gopay,0
1968,hai eric nomor telepon anda masuk benar aktif kemudian tulis nomor telepon benar hilang angka awal tulis tks shl,0
1969,kamu gapapa kan hiyahiyaaaa,0
1970,mayan yaallah tambah tambah buat beli bata,0
1971,dr td lho jm stengah an lah smpe skrg ta totalitas bgt klo g mas mngkin tmbah macet jegrek tanya kmn bpk polisi pdhal dpn pos polisi lho haha,0
1972,naha aing mah beda siah pic twitter com howmujlw,0
1973,satep klatak po gad,0
1974,nama satep min bukan sarip,0
1975,hai mohon maaf atas ketidaknyamanannya bagai informasi tambah laku order gantung sedia mitra aktif area mana anda laku mesan sila tunggu beberapa dan coba pesan layan yang anda tks shl,0
1976,hai sarip mohon maaf atas kendala khawatir sedia mitra yg aktif anda cukup mesan buat feedback beri terus tim untuk tingkat layan kami ke depan tks shl,0
1977,hai kevin apabila ingin daftar diri bagai mitra gojek dapat daftar cara online link ikut https daftar goride co id kemudian tunggu sms undang tim kait tks shl,0
1978,kasih,0
1979,terimakasih udah bantu tag bang,0
1980,sippp mah ide bagus banget,0
1981,hai rizka mohon maaf atas ketidaknyamanannya layan gosend via shopee sila laku konfirmasi pihak shopee lebih di support shopee co id dapat proses lebih lanjut tks shl,0
1982,aih,0
1983,gatau aling kaca helm,0
1984,atuhlah mata sipit ga,0
1985,bapak mas gojek nyempetin turun jalan buat atur macet nya jalan balen maap pidionya cuma bentar keburu jalan gaeeesssss anak muda contoh masuk aku sendiri gojekindonesia infomalang pic twitter com nluscpayw,0
1986,di dm min terima kasih,0
1987,buat orang kan porsi,0
1988,ga yang mau ngambil destinasi jauh,0
1989,min kapan gojek buka daerah lampung mau daftar min soal,0
1990,younglex ngapain tag mba,0
1991,baik bpk den silah utk reinstall layan mandiri online tks rafa,0
1992,iyaaa za tambah curiga,0
1993,gw kira perhati apa presiden om jokowi muntah mhs anak muda papua hrs ganti pimpin jujur ikhlas cerdas penuh rasa miskin tara akrab sama lbh jakarta metro tv pak jk suarapapua mediaindonesia gojekindonesia https twitter com aiek yaa status,0
1994,hai mohon maaf atas ketidaknyamanannya informasi nomor hp email daftar via dm dapat proses lebih lanjut tks shl,0
1995,samaaa nder,0
1996,iyaa bang haha,0
1997,udah deh solusi uninstall dulu install ulang,0
1998,hai hibbab mohon informasi lebih nomor hp email daftar lalu dm tks shl,0
1999,promo tok yg ribu soal free deliv semua sini fen wkw,0
2000,pulih suasana rasa indonesia sulit klo dokter akhli sebut gagal pimpin pbidi jokowi pak jk gw palu masyarakat msh takut gempa fakta sumaui lbh jakarta gojekindonesia metro tv jatengpedia bemundip psikologid suarapapua freewestpapua https twitter com adamkl status,0
2001,gaji sdh naik min,0
2002,sejak dulu bataliyon plus brimob kirim hanya redam takut bangsa papua dr spesialis indonesia tra temu akar masalah sakit pbidi pak jk sumaui metro tv suarapapua freewestpapua bemfisipui mediaindonesia kompastv gojekindonesia fahiraidris https twitter com veronicakoman status,0
2003,olip pret ciken sulawesi ga makanya mau order kfcindonesia,0
2004,ini layan mandiri online menu multipayment dian kolom cari kami silah bpk laku update layan mandiri lebih tks rafa,0
2005,ga jawab dm ku,0
2006,lau jogja banyak aja milihnya beli olip gimana deh,0
2007,utk transaksi bayar lalu layan mandiri online pantau normal mohon informasi foto menu multipayment layan mandiri online tks rafa,0
2008,hai sekar mohon maaf perihal kendala alami kritik saran anda kami kepada tim kait dapat laku baik puas anda tks shl,0
2009,nyambung nyambung,0
2010,ga kolom cari,0
2011,makasih banyakk yaaa bang,0
2012,selalu perintah cari cari alas krn gagal bina satu bangsa pribumi muslim bangsa papua sumaui trisakti pak jk ukm official suarapapua metro tv bemfisipui mediaindonesia freewestpapua bemkm ugm kompastv bemundip gojekindonesia grabid bemunair id https twitter com w runturambi status,0
2013,min gojekindonesia no resi gk sampe di cek min kurir irfan suryana no telepon function native code,0
2014,gojekindonesia login beberapa device device id yg sama,0
2015,makasihhh udah bantu tag yaaaa,0
2016,gojekindonesia infodepok id gojektech,0
2017,gojekindonesia blanja jdid kq gk dpat cashback yaa pic twitter com squscgwk,0
2018,gojekindonesia gojektech gojekjam,0
2019,gojekindonesia hallo aku kok gak dpet cashback payday di richese factory jasa dong,0
2020,gojekindonesia tolooonggg,0
2021,waduh gmn tu min gojekindonesia,0
2022,woii gojekindonesia yg bener donk bikin sistem https twitter com ryan nus status,0
2023,cek dm admin udah kirim keluh mohon tanggap terimakasih,0
2024,bpk dpt masuk kode bayar kolom cair multipayment tks rafa,0
2025,mandiri udah update menu favorit mana,0
2026,gojekindonesia gojektech guna ios mau tanya kenpa aplikasi gojek selalu offline padahal suda aktif celluler data mohon bantu terimakasih pic twitter com sxmrcdx,0
2027,gojekindonesia mimin usul kasih fitur beli tiket kereta tiket pesawat dunks ojolgibah pic twitter com cexxjvkb,0
2028,wkwk iyaa hindar macet jg sih lewat krukut anti macet club,0
2029,knp nih gojekindonesia pic twitter com vzwekml,0
2030,gojekindonesia kali kali nyoba beli paket voucher rb gagal trs tlong dong baik sistem pic twitter com swkvzewgnx,0
2031,g bleh mbak ksi krn mrk dsna mncri rejeki n stiap driver pny sft bda mbk,0
2032,padahal gw jarang pake,0
2033,gojekindonesia kah perkedel kentang https twitter com maulanagituri status,0
2034,abang pake masker emg,0
2035,rating lo jelek kali,0
2036,min nih w narik saldo gopay ga masuk padahal udah hari lo,0
2037,min ga tampil pas order driver passenger liat kalo gocar gocarl semenjak ganti tampil gocarl udh ga warna merah lg drivernya suka tanya kok yg masuk smp org gojekindonesia,0
2038,lebaran lama,0
2039,lu naik kali ngabisin voucher rb wkwk,0
2040,makan kalian gengs kadang yg sedih tu driver bom makan cuma nyium bau doang gojekindonesia ngasinya cuma rebu mau parkir dalem ntar malah bayar rb kan haduhh serba salah emang driver sabar bang moga allah memeberikan rezeki limpah,0
2041,halo gojekindonesia akan laku bayar bpjs bulan nya update dan error terus,0
2042,gojekindonesia awkarin https twitter com annisawdya status,0
2043,gojekindonesia posted https twitter com gojekindonesia status,0
2044,pilih multipayment ga pilih gopay customer dana top up shopee shopeepay ovo ngumpet mana sih,0
2045,makasih yaa udah bantu tag,0
2046,hp siaapa hayoo,0
2047,sekali dapet jauh trus ngapain tadi nunjukin motor banyak jangan gojekindonesia cuma boong doang pasang dummy pic twitter com fcfoykerl,0
2048,gojekjam gojekindonesia https twitter com annisawdya status,0
2049,please tolonginnnnn gojekindonesia gojektech gojekpromo gojekjam gojekin,0
2050,gojekindonesia min kok nggak beli voucher gofood yg rb failed mulu nih,0
2051,gojekindonesia pontaid mau tanya min seinget kmrn tukar go point point ponta kok d my voucher g muncul y trs point pontanya jg blm masuk,0
2052,gimana dong,0
2053,hai sila informasi nomor telepon email daftar alas lalu dm tks shl,0
2054,ga pilih gopay customer,0
2055,udah email kagak dibalesssss juga tau kali kalo email gmn sih mba shl ga ngerti bgt maksud,0
2056,gojekindonesia bluebirdgroup driver gobluebird cancel order jam krn salah belok muter macet dan buru kalau servernya yg lot jadi cancelannya gak masuk baik attitude drivernya tolong diperbai,0
2057,gojekindonesia ga mau buka layan ngeprint online yg anter gitu,0
2058,kemarinn tauu mas dapet cb pas belanjaa segituu sekarang malahh gakk sedihhh hhhh gakk apaaaa mamang mamang gojek banya fansnya akakakk,0
2059,makasih udah bantu tag yaa,0
2060,makasih udah bantu tag,0
2061,pake hp siapa bambankk,0
2062,coba beda hp tunggu menit,0
2063,twitter please do your magic gojekindonesia gojektech,0
2064,nih kastemer gojekindonesia bikin mitra rugi order chat cancle order restoran yang blm go resto no mau respon monggo pic twitter com dmhexnuse,0
2065,gojekindonesia gojekjam https twitter com yuniarayutyas status,0
2066,gojekindonesia gojektech gojekjam infodepok,0
2067,gojekindonesia,0
2068,ganti wajah wajah bikin banyak orang salah paham segera pesan muka ken,0
2069,bener banget nih,0
2070,tokopediacare gojekindonesia driver pertama stlh jam br cancel buang waktu sdgkn driver posisi awal tdny daan mogot sdgkn pickup brg pluit knp ga driver yg lbh dkt dgn posisi pickup smp skrg brgny bom dtg pic twitter co,0
2071,feel me ga,0
2072,w dah bayar paylater napa mas outastanding balance gojekindonesia udh email ga bls ini nomor ticket nya,0
2073,gojekindonesia https twitter com eternalenvy status,0
2074,min kok aku beli kopi janji jiwa pake gopay cashbacknya cuma gojektech gojekindonesia,0
2075,gojekindonesia parah ada telpon yang nyata itu gocar palsu minta kode verifikasi sms aplikasi gojek,0
2076,gojekindonesia driver berbabaya nih gak pick up complete order saldo gopay di potong pic twitter com koebhny,0
2077,error pak nomer mbien ku kobong,0
2078,jyakakak lucu abes bilang aja gamao muter pdhl gue yakin bgt ga sampe stengah jam skwkwk aneh skrg driver ojol hadeh gojekindonesia pic twitter com hgmkzjg,0
2079,gojekindonesia gojekjam,0
2080,lama sekali proses timet kata jam,0
2081,guys kalau bantu apa monggo ga sanggup w liat muka bang ojol cc gojekindonesia https twitter com annisawdya status,0
2082,ati ati hlo jek bikin iklan gojekindonesia emak masakin jengkol balado asin peda sambel terasi karedok kacang panjang pasti ku makan https twitter com maulanagituri status,0
